,sentence,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,biased_words,outliers,tokenized_sentence
1325,"It is no secret that women are underrepresented in science, technology, engineering, and mathematics (STEM) careers. ",alternet,gender,left,67,1,Non-biased,Entirely factual,"['underrepresented', 'secret']","{'underrepresented', 'mathematics'}","['it', 'is', 'no', 'secret', 'that', 'women', 'are', 'underrepresented', 'in', 'science,', 'technology,', 'engineering,', 'and', 'mathematics', '(stem)', 'careers.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1326,Court filings show the NRA is in shambles — and Wayne LaPierre hopes his lawyer can ‘keep him out of jail’,alternet,gun-control,left,67,1,No agreement,Somewhat factual but also opinionated,['shambles'],"{'filings', 'shambles', 'wayne', 'lapierre'}","['court', 'filings', 'show', 'the', 'nra', 'is', 'in', 'shambles', '—', 'and', 'wayne', 'lapierre', 'hopes', 'his', 'lawyer', 'can', '‘keep', 'him', 'out', 'of', 'jail’', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1327,"For years now, Fox News has been mainstreaming arguments that used to be the province of  fringe websites run by neo-Nazis and other groups who believe the U.S. is meant to be a country of white people and for white people",alternet,white-nationalism,left,67,1,Biased,Expresses writer’s opinion,"['neo-Nazis', 'white', 'people', 'fringe', 'mainstreaming']","{'mainstreaming', 'fringe', 'neo-nazis', 'province'}","['for', 'years', 'now,', 'fox', 'news', 'has', 'been', 'mainstreaming', 'arguments', 'that', 'used', 'to', 'be', 'the', 'province', 'of', ' ', 'fringe', 'websites', 'run', 'by', 'neo-nazis', 'and', 'other', 'groups', 'who', 'believe', 'the', 'u.s.', 'is', 'meant', 'to', 'be', 'a', 'country', 'of', 'white', 'people', 'and', 'for', 'white', 'people', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1328,Strategic purchases of U.S. businesses and the placement of Chinese companies on American stock exchanges and indexes have also given the PRC enormous suasion over the avenues of American soft power.,federalist,coronavirus,right,67,1,Biased,Somewhat factual but also opinionated,"['Strategic', 'suasion', 'enormous']","{'stock', 'power.', 'placement', 'american', 'chinese', 'purchases', 'exchanges', 'indexes', 'suasion', 'avenues'}","['strategic', 'purchases', 'of', 'u.s.', 'businesses', 'and', 'the', 'placement', 'of', 'chinese', 'companies', 'on', 'american', 'stock', 'exchanges', 'and', 'indexes', 'have', 'also', 'given', 'the', 'prc', 'enormous', 'suasion', 'over', 'the', 'avenues', 'of', 'american', 'soft', 'power.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1329,A specter is haunting the West; our elites see intolerant authoritarianism—along with a plethora of related “-phobias” and “-isms”—everywhere.,federalist,white-nationalism,right,67,1,Biased,Expresses writer’s opinion,"['intolerant', 'authoritarianism', 'haunting', 'specter', 'elites']","{'specter', 'haunting', 'elites', 'intolerant'}","['a', 'specter', 'is', 'haunting', 'the', 'west;', 'our', 'elites', 'see', 'intolerant', 'authoritarianism—along', 'with', 'a', 'plethora', 'of', 'related', '“-phobias”', 'and', '“-isms”—everywhere.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1330,"Trump, who ran on a promise to build a southern border wall, used the outbreak as another opportunity to attack Democrats' position on immigration and border security.",msnbc,coronavirus,left,67,1,Biased,Somewhat factual but also opinionated,"['opportunity', 'attack']","{'outbreak', 'border', 'security.'}","['trump,', 'who', 'ran', 'on', 'a', 'promise', 'to', 'build', 'a', 'southern', 'border', 'wall,', 'used', 'the', 'outbreak', 'as', 'another', 'opportunity', 'to', 'attack', ""democrats'"", 'position', 'on', 'immigration', 'and', 'border', 'security.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1331,The transgender effort to suppress any recognition that men and women are different and complementary would not matter except for the movement’s political alliance with wealthy progressives and radical feminists who wish to destroy the political power of the male-and-female family.,breitbart,gender,right,67,1,Biased,Expresses writer’s opinion,"['destroy', 'political', 'alliance', 'radical', 'progressives', 'suppress']","{'complementary', 'transgender', 'feminists', 'family.', 'alliance', 'suppress', 'progressives'}","['the', 'transgender', 'effort', 'to', 'suppress', 'any', 'recognition', 'that', 'men', 'and', 'women', 'are', 'different', 'and', 'complementary', 'would', 'not', 'matter', 'except', 'for', 'the', 'movement’s', 'political', 'alliance', 'with', 'wealthy', 'progressives', 'and', 'radical', 'feminists', 'who', 'wish', 'to', 'destroy', 'the', 'political', 'power', 'of', 'the', 'male-and-female', 'family.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1332,"Before they decide whether to let this stand, congressional Republicans should probably have an uncomfortable conversation.",msnbc,gun-control,left,67,1,Biased,Expresses writer’s opinion,['uncomfortable'],"{'republicans', 'conversation.'}","['before', 'they', 'decide', 'whether', 'to', 'let', 'this', 'stand,', 'congressional', 'republicans', 'should', 'probably', 'have', 'an', 'uncomfortable', 'conversation.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1333,"Radical Virginia Citizens Defense League has organized a rally in Richmond for January 20, and the event is already attracting out-of-state pro-gun folks, including a potential horde of white nationalists.",alternet,gun-control,left,67,1,Biased,Somewhat factual but also opinionated,"['horde', 'Radical', 'pro-gun', 'white', 'nationalists', 'folks']","{'virginia', 'pro-gun', 'horde', 'richmond', 'rally', 'out-of-state', 'january', 'white'}","['radical', 'virginia', 'citizens', 'defense', 'league', 'has', 'organized', 'a', 'rally', 'in', 'richmond', 'for', 'january', '20,', 'and', 'the', 'event', 'is', 'already', 'attracting', 'out-of-state', 'pro-gun', 'folks,', 'including', 'a', 'potential', 'horde', 'of', 'white', 'nationalists.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1334,"In spite of higher incomes, significant wealth-building among the middle class has not manifested, McBride pointed out.",msnbc,middle-class,left,67,1,Non-biased,Entirely factual,['significant'],"{'wealth-building', 'mcbride'}","['in', 'spite', 'of', 'higher', 'incomes,', 'significant', 'wealth-building', 'among', 'the', 'middle', 'class', 'has', 'not', 'manifested,', 'mcbride', 'pointed', 'out.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1335,"Trump said he doesn't recall any direct contact with the ill employee, but that White House aides will be now tested daily for coronavirus instead of weekly. Officials would not say whether Trump himself will be tested daily.",usa-today,trump-presidency,center,67,1,Non-biased,Entirely factual,[],"{'daily.', 'tested', 'coronavirus', ""doesn't"", 'trump', 'aides'}","['trump', 'said', 'he', ""doesn't"", 'recall', 'any', 'direct', 'contact', 'with', 'the', 'ill', 'employee,', 'but', 'that', 'white', 'house', 'aides', 'will', 'be', 'now', 'tested', 'daily', 'for', 'coronavirus', 'instead', 'of', 'weekly.', 'officials', 'would', 'not', 'say', 'whether', 'trump', 'himself', 'will', 'be', 'tested', 'daily.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1336,"There is no way to fling the footage into the Trash folder, or to edit the crap out of it until it sends the “right” message. Trump’s continued demands that the world act like a reality-show producer who can keep giving him mulligans only reaffirms that he is, above all things, a narcissistic moron.",alternet,trump-presidency,left,67,2,Biased,Expresses writer’s opinion,"['narcissistic', 'moron', 'demands', 'mulligans', 'crap', 'fling']","{'footage', 'mulligans', 'sends', 'message.', 'fling', 'reality-show', 'reaffirms', 'producer'}","['there', 'is', 'no', 'way', 'to', 'fling', 'the', 'footage', 'into', 'the', 'trash', 'folder,', 'or', 'to', 'edit', 'the', 'crap', 'out', 'of', 'it', 'until', 'it', 'sends', 'the', '“right”', 'message.', 'trump’s', 'continued', 'demands', 'that', 'the', 'world', 'act', 'like', 'a', 'reality-show', 'producer', 'who', 'can', 'keep', 'giving', 'him', 'mulligans', 'only', 'reaffirms', 'that', 'he', 'is,', 'above', 'all']"
1337,"The whole endeavor, born of desperation, became an embarrassing fiasco for the president, but there was an underlying point of real significance: Trump and his allies realized that the American mainstream didn’t see the value of the regressive GOP tax plan, which disproportionately benefited the wealthy and big corporations.",msnbc,middle-class,left,67,1,Biased,Expresses writer’s opinion,"['embarrassing', 'fiasco', 'desperation', 'disproportionately']","{'american', 'regressive', 'disproportionately', 'fiasco', 'trump'}","['the', 'whole', 'endeavor,', 'born', 'of', 'desperation,', 'became', 'an', 'embarrassing', 'fiasco', 'for', 'the', 'president,', 'but', 'there', 'was', 'an', 'underlying', 'point', 'of', 'real', 'significance:', 'trump', 'and', 'his', 'allies', 'realized', 'that', 'the', 'american', 'mainstream', 'didn’t', 'see', 'the', 'value', 'of', 'the', 'regressive', 'gop', 'tax', 'plan,', 'which', 'disproportionately', 'benefited', 'the', 'wealthy', 'and', 'big', 'corporations.', 'PADDED']"
1338,Trump has also threatened to impose an additional 25 percent tariffs on $325 billion worth of imports from China.,fox-news,international-politics-and-world-news,right,67,1,No agreement,Entirely factual,['threatened'],"{'tariffs', 'trump', 'imports', 'billion'}","['trump', 'has', 'also', 'threatened', 'to', 'impose', 'an', 'additional', '25', 'percent', 'tariffs', 'on', '$325', 'billion', 'worth', 'of', 'imports', 'from', 'china.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1339,"Currently, women make up only about a quarter of workers in STEM careers, and they earn considerably less than men.",msnbc,gender,left,67,1,Non-biased,Entirely factual,['considerably'],set(),"['currently,', 'women', 'make', 'up', 'only', 'about', 'a', 'quarter', 'of', 'workers', 'in', 'stem', 'careers,', 'and', 'they', 'earn', 'considerably', 'less', 'than', 'men.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1340,"There is no doubt that discrimination plays a role in this wage gap, but there are other factors that deserve attention.",alternet,gender,left,68,1,Non-biased,Somewhat factual but also opinionated,"['wage', 'gap', 'no', 'doubt']","{'attention.', 'plays', 'discrimination'}","['there', 'is', 'no', 'doubt', 'that', 'discrimination', 'plays', 'a', 'role', 'in', 'this', 'wage', 'gap,', 'but', 'there', 'are', 'other', 'factors', 'that', 'deserve', 'attention.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1341,California has a ten-day waiting period on gun purchases yet that state also witnesses some of the most heinous public firearm-based attacks in the nation.,breitbart,gun-control,right,68,1,Biased,Somewhat factual but also opinionated,['heinous'],"{'heinous', 'nation.', 'purchases', 'california', 'ten-day'}","['california', 'has', 'a', 'ten-day', 'waiting', 'period', 'on', 'gun', 'purchases', 'yet', 'that', 'state', 'also', 'witnesses', 'some', 'of', 'the', 'most', 'heinous', 'public', 'firearm-based', 'attacks', 'in', 'the', 'nation.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1342,"While Democrat presidential hopefuls aim to weaponize the tax cuts, Elaine Parker, chief communications officer of Job Creators Network (JCN), told Breitbart News in an exclusive interview in January that it is precisely what will assist Trump in making his case to the American people.",breitbart,middle-class,right,68,1,Biased,Expresses writer’s opinion,['weaponize'],"{'elaine', 'interview', 'communications', 'american', 'breitbart', 'democrat', 'hopefuls', 'exclusive', 'people.', 'weaponize', 'chief', 'january', 'trump', 'creators'}","['while', 'democrat', 'presidential', 'hopefuls', 'aim', 'to', 'weaponize', 'the', 'tax', 'cuts,', 'elaine', 'parker,', 'chief', 'communications', 'officer', 'of', 'job', 'creators', 'network', '(jcn),', 'told', 'breitbart', 'news', 'in', 'an', 'exclusive', 'interview', 'in', 'january', 'that', 'it', 'is', 'precisely', 'what', 'will', 'assist', 'trump', 'in', 'making', 'his', 'case', 'to', 'the', 'american', 'people.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1343,The 2016 election of Donald Trump as president so outraged large groups of women that they protested against him in record numbers the day after his inauguration.,usa-today,gender,center,68,1,Biased,Somewhat factual but also opinionated,"['outraged', 'record', 'protested']","{'protested', 'donald', 'trump', 'outraged'}","['the', '2016', 'election', 'of', 'donald', 'trump', 'as', 'president', 'so', 'outraged', 'large', 'groups', 'of', 'women', 'that', 'they', 'protested', 'against', 'him', 'in', 'record', 'numbers', 'the', 'day', 'after', 'his', 'inauguration.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1344,"Rep. Al Green (D-TX) at a hearing on Wednesday perpetuated the hoax that President Trump called white nationalists at a rally in Charlottesville, Virginia in 2017 “very fine people.”",breitbart,white-nationalism,right,68,1,Biased,Expresses writer’s opinion,"['hoax', 'perpetuated']","{'virginia', 'perpetuated', 'nationalists', 'rally', 'wednesday', 'trump'}","['rep.', 'al', 'green', '(d-tx)', 'at', 'a', 'hearing', 'on', 'wednesday', 'perpetuated', 'the', 'hoax', 'that', 'president', 'trump', 'called', 'white', 'nationalists', 'at', 'a', 'rally', 'in', 'charlottesville,', 'virginia', 'in', '2017', '“very', 'fine', 'people.”', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1345,"President Donald Trump and Congress are taking official action to honor the passing of Rev. Billy Graham last Wednesday, through a presidential proclamation and the announcement that Graham’s body will lie in honor in the U.S. Capitol—only the fourth private citizen in American history to receive such honors.",breitbart,trump-presidency,right,68,1,Non-biased,Entirely factual,['honor'],"{'donald', 'billy', 'american', 'congress', 'graham', 'trump', 'proclamation'}","['president', 'donald', 'trump', 'and', 'congress', 'are', 'taking', 'official', 'action', 'to', 'honor', 'the', 'passing', 'of', 'rev.', 'billy', 'graham', 'last', 'wednesday,', 'through', 'a', 'presidential', 'proclamation', 'and', 'the', 'announcement', 'that', 'graham’s', 'body', 'will', 'lie', 'in', 'honor', 'in', 'the', 'u.s.', 'capitol—only', 'the', 'fourth', 'private', 'citizen', 'in', 'american', 'history', 'to', 'receive', 'such', 'honors.', 'PADDED', 'PADDED']"
